name,sex
cordy,0
corean,0
coreen,0
corella,0
corena,0
corenda,0
corene,0
coretta,0
corette,0
corey,0
corey,1
cori,0
corie,0
corilla,0
corina,0
corine,0
corinna,0
corinne,0
coriss,0
corissa,0
corky,1
corliss,0
corly,0
cornel,1
cornela,0
cornelia,0
cornelious,1
cornelius,1
cornell,1
cornelle,0
cornellis,1
cornie,0
corny,0
correna,0
correy,0
corri,0
corrianne,0
corrie,0
corrie,1
corrina,0
corrine,0
corrinne,0
corry,0
corry,1
cortese,1
cortez,1
cortney,0
cortney,1
corwin,1
cory,0
cory,1
cosetta,0
cosette,0
cosmo,1
costa,1
coty,1
council,1
courtenay,0
courtland,1
courtney,0
courtney,1
coy,1
craig,1
crawford,1
creed,1
creighton,1
creola,0
cresa,0
cressie,0
crete,0
cris,0
cris,1
crissie,0
crissy,0
crista,0
cristabel,0
cristal,0
cristen,0
cristi,0
cristian,1
cristie,0
cristin,0
cristina,0
cristine,0
cristionna,0
cristobal,1
cristofer,1
cristopher,1
cristy,0
crockett,1
cruz,0
cruz,1
crysta,0
crystal,0
crystal,1
crystie,0
cuba,0
cullen,1
curley,1
curt,1
curtice,1
curtis,1
curtiss,1
cy,1
cyb,0
cybal,0
cybel,0
cybelle,0
cybil,0
cybill,0
cydney,0
cyndi,0
cyndy,0
cyntha,0
cynthea,0
cynthia,0
cynthia,1
cynthie,0
cynthy,0
cyril,1
cyrill,1
cyrille,1
cyrillus,1
cyrus,1
dabney,1
dacey,0
dacia,0
dacie,0
dacy,0
dael,0
daffi,0
daffie,0
daffy,0
daffy,1
dafna,0
dafne,0
dagmar,0
dagny,0
dahlia,0
daija,0
daijah,0
daile,0
daisey,0
daisha,0
daisi,0
daisie,0
daisy,0
daisy,1
daisye,0
daja,0
dakoda,1
dakota,0
dakota,1
dakotah,1
dale,0
dale,1
dalenna,0
dalia,0
dalila,0
dallas,0
dallas,1
dallin,1
daloris,0
dalton,1
dalvin,1
damara,0
damarcus,1
damari,1
damarion,1
damaris,0
dameon,1
damian,1
damien,1
damion,1
damita,0
damon,1
damond,1
dan,1
dana,0
dana,1
danae,0
dandre,1
dane,1
daneen,0
danell,0
danella,0
danelle,0
danette,0
dangelo,1
dani,0
dani,1
dania,0
danial,1
danica,0
danice,0
danie,1
daniel,0
daniel,1
daniela,0
daniele,0
daniella,0
danielle,0
danielle,1
danika,0
danila,0
danit,0
danita,0
dann,1
danna,0
danni,0
dannie,0
dannie,1
danniel,1
dannielle,0
danny,0
danny,1
dannye,0
dante,1
danya,0
danyel,0
danyell,0
danyelle,0
danyette,0
daphene,0
daphna,0
daphne,0
daquan,1
dara,0
darb,0
darbie,0
darby,0
darby,1
darcee,0
darcey,0
darci,0
darcie,0
darcy,0
darcy,1
darda,0
dareen,0
darell,0
darell,1
darelle,0
daren,1
dari,0
daria,0
darian,0
darian,1
dariana,0
darice,0
darien,1
darin,1
dario,1
darion,1
darius,1
darl,1
darla,0
darleen,0
darlene,0
darline,0
darlyne,0
darnell,1
darold,1
daron,1
darrel,1
darrell,1
darren,1
darrian,1
darrick,1
darrien,1
darrin,1
darrion,1
darrius,1
darron,1
darry,1
darryl,0
darryl,1
darryle,1
darryll,1
darryn,1
darsey,0
darsie,0
darth,1
darvin,1
darwin,1
darwyn,1
darya,0
daryl,0
daryl,1
daryle,1
daryn,0
daryn,1
dasha,0
dashawn,1
dasi,0
dasia,0
dasie,0
dasya,0
datha,0
daulton,1
daune,0
daunte,1
davante,1
dave,0
dave,1
daveen,0
daveta,0
davey,1
davian,1
david,0
david,1
davida,0
davidde,1
davide,1
davidson,1
davie,1
davin,1
davina,0
davine,0
davion,1
davis,1
davita,0
davon,1
davonta,1
davonte,1
davoud,1
davy,1
dawn,0
dawna,0
dawne,0
dawson,1
dax,1
daxton,1
dayami,0
dayana,0
dayanara,0
dayle,0
dayna,0
dayne,1
dayse,0
dayton,1
dea,0
deacon,1
dean,0
dean,1
deana,0
deandra,0
deandre,1
deane,0
deane,1
deangelo,1
deann,0
deanna,0
deanne,0
deante,1
deasia,0
deb,0
debbi,0
debbie,0
debbra,0
debby,0
debee,0
debera,0
debi,0
debor,0
debora,0
deborah,0
deborah,1
deborrah,0
debra,0
debra,1
debrah,0
debroah,0
declan,1
dede,0
dedie,0
dedra,0
dedric,1
dedrick,1
dee,0
dee,1
deeann,0
deeanne,0
deedee,0
deedee,0
deegan,1
deena,0
deerdre,0
deetta,0
deforest,1
dehlia,0
deidra,0
deidre,0
deina,0
deion,1
deirdre,0
deja,0
dejah,0
dejon,1
dejuan,1
del,0
del,1
dela,0
delaney,0
delano,1
delbert,1
delcie,0
delcina,0
delcine,0
delfina,0
delia,0
deliah,0
delila,0
delilah,0
delina,0
delinda,0
delisa,0
dell,0
dell,1
della,0
della,1
dellar,0
delle,0
dellia,0
dellie,0
delly,0
delma,0
delma,1
delmar,1
delmas,1
delmer,1
delmus,1
delois,0
delora,0
delores,0
deloria,0
deloris,0
delos,1
delpha,0
delphia,0
delphin,1
delphina,0
delphine,0
delphinia,0
delsie,0
delta,0
delton,1
delvin,1
delwin,1
dema,0
demarco,1
demarcus,1
demario,1
demarion,1
demeter,0
demetra,0
demetre,1
demetri,1
demetria,0
demetric,1
demetrios,1
demetris,0
demetris,1
demetrius,1
demi,0
demian,1
demond,1
demonte,1
demosthenis,1
dempsey,1
dena,0
deneen,0
denese,0
deni,0
denice,0
denine,0
denis,1
denise,0
denisha,0
denisse,0
denita,0
denna,0
denni,0
dennie,0
dennie,1
dennis,0
dennis,1
denny,0
denny,1
denton,1
denver,1
deny,0
denys,0
denyse,0
denzel,1
denzell,1
denzil,1
deon,1
deondre,1
deonne,0
deonta,1
deontae,1
deonte,1
dequan,1
derald,1
derby,1
dereck,1
derek,1
dereon,1
deric,1
derick,1
derik,1
derk,1
derl,1
deron,1
derrek,1
derrell,1
derrick,1
derrin,1
derrol,1
derron,1
derwin,1
deryl,1
desaree,0
desdemona,0
desean,1
deshaun,1
deshawn,1
desi,1
desirae,0
desiree,0
desiri,0
desmond,1
desmund,1
dessa,0
dessie,0
dessie,1
destany,0
destin,1
destinee,0
destiney,0
destini,0
destiny,0
destry,1
deva,0
devan,0
devan,1
devante,1
devaughn,1
deven,1
devi,0
devin,0
devin,1
devina,0
devinne,0
devon,0
devon,1
devondra,0
devonna,0
devonne,0
devonta,1
devontae,1
devonte,1
devora,0
devyn,0
devyn,1
dew,0
deward,1
dewayne,1
dewey,0
dewey,1
dewitt,1
dexter,1
deyanira,0
dezzie,0
di,0
diahann,0
diallo,1
diamond,0
diamond,1
dian,0
diana,0
diandra,0
diane,0
diane,1
dianemarie,0
diann,0
dianna,0
dianne,0
diannne,0
dicie,0
dick,1
dickey,1
dickie,1
dicy,0
didi,0
dido,0
diego,1
diena,0
dierdre,0
dieter,1
dietrich,1
dijon,1
dillan,1
dillard,1
dillie,0
dillion,1
dillon,1
dimitri,1
dimitrios,1
dimitris,1
dimitrou,1
dimitry,1
dimple,0
dina,0
dinah,0
dink,1
dinnie,0
dinny,0
dino,1
dion,0
dion,1
dione,0
dionicio,1
dionis,0
dionis,1
dionne,0
dionte,1
dionysus,1
dirk,1
dita,0
dix,0
dixie,0
dixie,1
dixon,1
diya,0
djuana,0
djuna,0
dmitri,1
doc,1
docia,0
dock,1
doctor,1
dode,0
dodi,0
dodie,0
dody,0
doe,0
dola,0
doll,0
doll,1
dolley,0
dolli,0
dollie,0
dolly,0
dollye,0
dolora,0
dolores,0
dolores,1
doloris,0
dolorita,0
doloritas,0
dolph,1
dolphus,1
dom,1
domenic,1
domenica,0
domenick,1
domenico,1
dominga,0
domingo,1
dominic,1
dominica,0
dominick,1
dominik,1
dominique,0
dominique,1
dominque,0
dominque,1
domonique,0
domonique,1
don,1
dona,0
donaciano,1
donal,1
donald,0
donald,1
donat,1
donato,1
donavan,1
donavon,1
dondre,1
donell,1
donella,0
donelle,0
donetta,0
donia,0
donica,0
donie,0
donielle,0
donita,0
donn,1
donna,0
donna,1
donnajean,0
donnamarie,0
donnell,1
donni,0
donnie,0
donnie,1
donny,0
donny,1
donovan,1
donta,1
dontae,1
donte,1
dora,0
dora,1
doralia,0
doralin,0
doralyn,0
doralynn,0
doralynne,0
dorathea,0
dorathy,0
dorcas,0
dore,0
doreen,0
dorelia,0
dorella,0
dorelle,0
dorena,0
dorene,0
doretha,0
doretta,0
dorette,0
dorey,0
dori,0
doria,0
dorian,0
dorian,1
dorice,0
dorie,0
dorinda,0
dorine,0
doris,0
doris,1
dorisa,0
dorise,0
dorit,0
dorita,0
dorla,0
dorman,1
doro,0
dorolice,0
dorolisa,0
dorotea,0
doroteya,0
dorotha,0
dorothea,0
dorothee,0
dorothy,0
dorothy,1
dorr,1
dorree,0
dorri,0
dorrie,0
dorris,0
dorris,1
dorry,0
dorsey,1
dortha,0
dorthea,0
dorthey,0
dorthy,0
dory,0
dory,1
dosha,0
doshia,0
doshie,0
dosi,0
dosia,0
doss,1
dossie,0
dot,0
doti,0
dotti,0
dottie,0
dotty,0
doug,1
douggie,1
dougie,1
douglas,1
douglass,1
douglis,1
dov,1
dove,0
dovie,0
dow,1
doyle,1
dozier,1
drake,1
draven,1
drea,0
drema,0
drew,0
drew,1
dru,1
drucilla,0
drury,1
drusilla,0
dryke,1
duane,1
duard,1
dudley,1
duff,1
duffie,1
duffy,1
dugan,1
duke,1
dulce,0
dulcea,0
dulci,0
dulcia,0
dulciana,0
dulcie,0
dulcine,0
dulcinea,0
dulcy,0
dulsea,0
dunc,1
duncan,1
dunstan,1
durand,1
durant,1
durante,1
durell,1
durrell,1
durward,1
durwood,1
dustan,1
dustin,1
dusty,0
dusty,1
duwayne,1
dwain,1
dwaine,1
dwan,0
dwane,1
dwayne,1
dwight,1
dwyane,1
dyan,0
dyana,0
dyane,0
dyann,0
dyanna,0
dyanne,0
dylan,0
dylan,1
dyllan,1
dylon,1
dyna,0
dynah,0
dyson,1
eada,0
eadie,0
eadith,0
ealasaid,0
ean,1
earl,0
earl,1
earle,1
earlean,0
earlene,0
earley,1
earlie,0
earlie,1
earline,0
early,1
earnest,1
earnestine,0
eartha,0
easter,0
easton,1
eathel,0
eba,0
ebb,1
ebba,0
ebbie,1
eben,1
ebeneser,1
ebenezer,1
eber,1
eberhard,1
ebert,1
ebonee,0
eboni,0
ebony,0
echo,0
ed,1
eda,0
edd,1
eddi,0
eddie,0
eddie,1
eddy,0
eddy,1
ede,0
edee,0
edeline,0
eden,0
eden,1
edgar,0
edgar,1
edgardo,1
edi,0
edie,0
edie,1
edin,0
edison,1
edita,0
edith,0
edith,1
editha,0
edithe,0
ediva,0
edla,0
edmon,1
edmond,1
edmonia,0
edmund,1
edna,0
edna,1
ednah,0
edouard,1
edra,0
edrie,0
edris,0
edsel,1
edson,1
eduard,1
eduardo,1
edw,1
edward,0
edward,1
edwardo,1
edwin,1
edwina,0
edy,0
edyth,0
edythe,0
effa,0
effie,0
effie,1
efrain,1
efram,1
efrem,1
efren,1
egbert,1
ehud,1
eileen,0
eilis,0
eimile,0
einar,1
eino,1
eirena,0
eithel,0
ekaterina,0
ela,0
elaina,0
elaine,0
elam,1
elana,0
elane,0
elayne,0
elba,0
elbert,1
elberta,0
elbertina,0
elbertine,0
elbridge,1
elby,1
elda,0
elden,1
elder,1
eldon,1
eldora,0
eldred,1
eldridge,1
eleanor,0
eleanor,1
eleanora,0
eleanore,0
elease,0
electa,0
electra,0
elena,0
elene,0
eleni,0
elenor,0
elenora,0
elenore,0
eleonora,0
eleonore,0
elex,1
elfie,0
elfreda,0
elfrida,0
elfrieda,0
elga,0
elgie,0
elgie,1
elgin,1
eli,1
elia,0
elian,1
eliana,0
elianna,0
elianora,0
elianore,0
elias,1
elicia,0
elick,1
elida,0
elie,0
elie,1
eliezer,1
eliga,1
eligah,1
elige,1
elihu,1
elijah,1
elinor,0
elinore,0
eliot,1
eliott,1
elisa,0
elisabet,0
elisabeth,0
elisabetta,0
elise,0
eliseo,1
elisha,0
elisha,1
elissa,0
elita,0
eliza,0
eliza,1
elizabet,0
elizabeth,0
elizabeth,1
elizah,1
elizbeth,0
elizebeth,0
elka,0
elke,0
ell,1
ella,0
ella,1
elladine,0
ellamae,0
ellar,0
elle,0
ellen,0
ellen,1
ellene,0
eller,0
ellery,1
ellette,0
elli,0
elliana,0
ellie,0
ellie,1
elliot,1
elliott,1
ellis,0
ellis,1
ellison,1
ellissa,0
ellsworth,1
ellwood,1
elly,0
ellyn,0
ellynn,0
elma,0
elmer,0
elmer,1
elmina,0
elmira,0
elmire,0
elmo,1
elmore,1
elmyra,0
elna,0
elnar,1
elnora,0
elnore,0
elodie,0
elois,0
eloisa,0
eloise,0
elon,1
elonore,0
elonzo,1
elora,0
elouise,0
eloy,1
elric,1
elroy,1
elsa,0
elsbeth,0
else,0
elsey,0
elsi,0
elsie,0
elsie,1
elsinore,0
elspeth,0
elsworth,1
elsy,0
elta,0
elton,1
elva,0
elva,1
elvera,0
elvia,0
elvie,0
elvie,1
elvin,1
elvina,0
elvira,0
elvis,1
elwanda,0
elwin,1
elwina,0
elwira,0
elwood,1
elwyn,1
ely,1
elyn,0
elyse,0
elysee,0
elysha,0
elysia,0
elyssa,0
elza,0
elza,1
elzada,0
elzie,0
elzie,1
elzy,1
em,0
ema,0
emalee,0
emalia,0
emaline,0
emanuel,1
emanuela,0
emelda,0
emelia,0
emelie,0
emelina,0
emeline,0
emelita,0
emely,0
emelyne,0
emera,0
emerald,0
emerson,0
emerson,1
emery,0
emery,1
emett,1
emil,1
emile,1
emilee,0
emili,0
emilia,0
emiliano,1
emilie,0
emiline,0
emilio,1
emily,0
emit,1
emlyn,0
emlynn,0
emlynne,0
emma,0
emma,1
emmalee,0
emmaline,0
emmalyn,0
emmalynn,0
emmalynne,0
emmanuel,1
emmeline,0
emmer,0
emmery,1
emmet,1
emmett,1
emmey,0
emmi,0
emmie,0
emmit,1
emmitt,1
emmons,1
emmott,1
emmy,0
emmy,1
emmye,0
emogene,0
emory,1
emry,1
emyle,0
emylee,0
ena,0
encarnacion,1
ender,1
endora,0
engelbart,1
engelbert,1
englebart,1
englebert,1
engracia,0
enid,0
ennis,1
enoch,1
enola,0
enos,1
enrica,0
enrichetta,0
enrico,1
enrika,0
enrique,1
enriqueta,0
enya,0
enzo,1
eola,0
eolanda,0
eolande,0
ephraim,1
ephram,1
ephrayim,1
ephrem,1
ephriam,1
epifanio,1
eppie,0
epsie,0
er,1
era,0
eran,0
erasmo,1
erasmus,1
erastus,1
erby,1
erda,0
erek,1
erena,0
erhard,1
erhart,1
eric,0
eric,1
erica,0
erich,1
ericha,0
erick,1
ericka,0
erie,0
erie,1
erik,1
erika,0
erin,0
erin,1
erina,0
erinn,0
erinna,0
eris,0
erl,1
erla,0
erland,1
erle,1
erlene,0
erlinda,0
erline,0
erling,1
erma,0
ermengarde,0
ermentrude,0
ermina,0
ermine,0
erminia,0
erminie,0
erna,0
ernaline,0
ernest,0
ernest,1
ernesta,0
ernestina,0
ernestine,0
ernesto,1
ernie,1
ernst,1
erny,1
errol,1
ertha,0
ervin,1
erving,1
erwin,1
erykah,0
eryn,0
esau,1
esco,1
esequiel,1
esker,1
esley,1
esma,0
esmaria,0
esme,0
esme,1
esmeralda,0
esmerelda,0
esperanza,0
essa,0
essence,0
essex,1
essie,0
essie,1
essy,0
esta,0
esta,1
esteban,1
estefani,0
estefania,0
estefany,0
estel,0
estel,1
estela,0
estele,0
estell,0
estell,1
estella,0
estelle,0
ester,0
ester,1
estes,1
estevan,1
esther,0
esther,1
estie,0
estill,1
eston,1
estrella,0
estrellita,0
etha,0
ethan,1
ethel,0
ethel,1
ethelbert,1
ethelda,0
ethelene,0
ethelin,0
ethelind,0
etheline,0
ethelred,1
ethelyn,0
ethen,1
ether,0
ethie,0
ethyl,0
ethyle,0
etienne,1
etna,0
etta,0
etter,0
etti,0
ettie,0
etty,0
euclid,1
eudora,0
eugen,1
eugene,0
eugene,1
eugenia,0
eugenie,0
eugenio,1
eugine,0
eula,0
eula,1
eulah,0
eulalia,0
eulalie,0
euna,0
eunice,0
eunice,1
euphemia,0
eura,0
eusebio,1
eustace,1
eustacia,0
ev,1
eva,0
eva,1
evaleen,0
evalena,0
evaline,0
evalyn,0
evan,1
evander,1
evangelia,0
evangelin,0
evangelina,0
evangeline,0
evania,0
evanne,0
evans,1
eve,0
eveleen,0
evelena,0
evelin,0
evelina,0
eveline,0
evelyn,0
evelyn,1
evelyne,0
ever,0
everard,1
everet,1
everett,1
everette,1
evert,1
evertt,1
evette,0
evey,0
evia,0
evie,0
evita,0
evon,0
evonne,0
evvie,0
evvy,0
evy,0
ewald,1
ewan,1
ewart,1
ewell,1
ewin,1
ewing,1
exa,0
exie,0
eyde,0
eydie,0
ez,1
ezechiel,1
ezekiel,1
ezell,1
ezequiel,1
ezra,1
ezzard,1
fabian,1
fabio,1
fabiola,0
fabrianne,0
fabrice,0
fae,0
faina,0
fairfax,1
fairy,0
faith,0
fallon,0
falon,0
fan,0
fanchette,0
fanchon,0
fancie,0
fancy,0
fanechka,0
fania,0
fanni,0
fannie,0
fannie,1
fanny,0
fannye,0
fanya,0
fara,0
farah,0
farand,0
farica,0
farley,1
faron,1
farra,0
farrah,0
farrand,0
farrell,1
farris,1
fate,1
fatima,0
faun,0
faunie,0
faustina,0
faustine,0
faustino,1
fawn,0
fawna,0
fawne,0
fawnia,0
fay,0
fay,1
faydra,0
faye,0
fayette,0
fayette,1
fayina,0
fayre,0
fayth,0
faythe,0
fazeel,1
fed,1
federica,0
federico,1
fedora,0
felecia,0
felicdad,0
felice,0
felice,1
felicia,0
felicie,0
felicio,1
felicitas,0
felicity,0
felicle,0
felipa,0
felipe,1
felisha,0
felita,0
felix,1
feliza,0
felton,1
fenelia,0
fenton,1
feodora,0
ferd,1
ferdie,1
ferdinand,1
ferdinanda,0
ferdinande,0
ferdy,1
fergus,1
ferguson,1
ferinand,1
ferman,1
fern,0
fern,1
fernand,1
fernanda,0
fernande,0
fernandina,0
fernando,1
ferne,0
ferrell,1
ferris,1
festus,1
fey,0
fiann,0
fianna,0
fidel,1
fidela,0
fidelia,0
fidelity,0
fidencio,1
fielding,1
fifi,0
fifine,0
filbert,1
filia,0
filide,0
filip,1
filipe,1
filippa,0
filmore,1
filomena,0
fina,0
finis,1
finley,0
finley,1
finn,1
finnegan,1
fiona,0
fionna,0
fionnula,0
fiorenze,0
firman,1
fisher,1
fitz,1
fitzgerald,1
fitzhugh,1
flavia,0
fleda,0
fleet,1
fleeta,0
flem,1
fleming,1
flemming,1
fleta,0
fletch,1
fletcher,1
fleur,0
fleurette,0
flin,1
flinn,1
flint,1
flipper,1
flo,0
flonnie,0
flor,0
flora,0
flora,1
florance,0
flore,0
florella,0
florence,0
florence,1
florencia,0
florencio,1
florene,0
florentia,0
florentino,1
florenza,0
floretta,0
florette,0
flori,0
floria,0
florian,1
florice,0
florida,0
florie,0
florina,0
florinda,0
florine,0
floris,0
florri,0
florrie,0
florry,0
flory,0
flossi,0
flossie,0
flossy,0
flower,0
floy,0
floy,1
floyd,0
floyd,1
flynn,1
foch,1
fonda,0
fons,1
fonsie,1
fonz,1
fonzie,1
forbes,1
ford,1
forest,0
forest,1
forester,1
forrest,0
forrest,1
forrester,1
forster,1
fortuna,0
fortune,0
foster,1
fount,1
fowler,1
fox,1
foy,1
fran,0
fran,1
franc,0
france,0
francene,0
frances,0
frances,1
francesca,0
francesco,1
francesmary,0
francies,0
francina,0
francine,0
francis,0
francis,1
francisca,0
francisco,1
franciska,0
francisqui,0
franco,1
francois,1
francoise,0
francyne,0
frank,0
frank,1
frankie,0
frankie,1
franklin,1
franklyn,1
franky,0
franky,1
franni,0
frannie,0
franny,0
frans,1
franz,1
fraser,1
frayda,0
frazier,1
fred,0
fred,1
freda,0
freddi,0
freddie,0
freddie,1
freddy,0
freddy,1
fredelia,0
frederic,1
frederica,0
frederich,1
frederick,1
fredericka,0
frederico,1
frederik,1
fredi,0
fredia,0
fredie,1
fredra,0
fredric,1
fredrick,1
fredrika,0
fredy,1
freeda,0
freeman,1
freemon,1
freida,0
fremont,1
french,1
frida,0
frieda,0
friederike,0
friedric,1
friedrich,1
friedrick,1
friend,1
fritz,1
frona,0
fronia,0
fronie,0
fronnie,0
fuller,1
fulton,1
fulvia,0
fumiko,0
furman,1
fyodor,1
gabbey,0
gabbi,0
gabbie,0
gabe,1
gabey,0
gabi,0
gabie,0
gabriel,0
gabriel,1
gabriela,0
gabriele,1
gabriell,0
gabriell,1
gabriella,0
gabrielle,0
gabriellia,0
gabriello,1
gabrila,0
gaby,0
gae,0
gael,0
gael,1
gaetano,1
gage,1
gaige,1
gail,0
gail,1
gaines,1
gaither,1
gale,0
gale,0
gale,1
galen,1
galilea,0
galina,0
gallagher,1
gamaliel,1
gannon,1
garcia,1
garcon,1
gardener,1
gardiner,1
gardner,1
garett,1
garey,1
garfield,1
garfinkel,1
garland,0
garland,1
garner,1
garnet,0
garnet,1
garnett,0
garnett,1
garnette,0
garold,1
garp,1
garret,1
garrett,1
garrick,1
garrison,1
garrot,1
garrott,1
garry,1
garth,1
garv,1
garvey,1
garvin,1
garvy,1
garwin,1
garwood,1
gary,0
gary,1
gaspar,1
gasper,1
gaston,1
gates,0
gauge,1
gav,1
gaven,1
gavin,1
gavra,0
gavriel,1
gavrielle,0
gavyn,1
gay,0
gay,1
gaye,0
gayla,0
gayle,0
gayle,1
gayleen,0
gaylen,1
gaylene,0
gaylon,1
gaylord,1
gaynell,0
gaynor,0
gearard,1
gearld,1
gearldine,0
geary,1
gee,1
geeta,0
gelya,0
gemma,0
gen,0
gena,0
genaro,1
gene,0
gene,1
general,1
genesis,0
geneva,0
genevieve,0
genevra,0
genia,0
genie,0
genie,1
genna,0
gennaro,1
genni,0
gennie,0
gennifer,0
genny,0
geno,1
genovera,0
genoveva,0
genvieve,0
geo,1
geof,1
geoff,1
geoffrey,1
geoffry,1
georg,1
georganna,0
george,0
george,1
georgeann,0
georgeanna,0
georgeanne,0
georgena,0
georgene,0
georges,1
georgeta,0
georgetta,0
georgette,0
georgia,0
georgia,1
georgiamay,0
georgiana,0
georgiann,0
georgianna,0
georgianne,0
georgie,0
georgie,1
georgina,0
georgine,0
georgy,1
geovanni,1
gera,0
gerald,0
gerald,1
geralda,0
geraldina,0
geraldine,0
geraldo,1
geralyn,0
gerard,1
gerardo,1
gerda,0
gere,1
gerhard,1
gerhardine,0
gerhardt,1
geri,0
geri,1
gerianna,0
gerianne,0
gerladina,0
germain,0
germaine,0
germaine,1
german,1
germana,0
gerold,1
gerome,1
gerrard,1
gerri,0
gerri,1
gerrie,0
gerrilee,0
gerrit,1
gerry,0
gerry,1
gershom,1
gershon,1
gert,0
gerta,0
gertha,0
gerti,0
gertie,0
gertrud,0
gertruda,0
gertrude,0
gertrude,1
gertrudis,0
gerty,0
gia,0
giacinta,0
giacomo,1
giada,0
gian,1
giana,0
giancarlo,1
gianina,0
gianna,0
gianni,1
giavani,1
gibb,1
gibson,1
gideon,1
gidget,0
giff,1
giffard,1
giffer,1
giffie,1
gifford,1
giffy,1
gigi,0
gil,1
gilbert,1
gilberta,0
gilberte,0
gilbertina,0
gilbertine,0
gilberto,1
gilburt,1
gilda,0
giles,1
gilford,1
gill,0
gill,1
gillan,0
gilles,1
gilli,0
gillian,0
gillie,0
gilligan,0
gilly,0
gilman,1
gilmer,1
gilmore,1
gina,0
ginelle,0
ginevra,0
ginger,0
ginger,1
ginni,0
ginnie,0
ginnifer,0
ginny,0
gino,1
giordano,1
giorgi,1
giorgia,0
giorgio,1
giovani,1
giovanna,0
giovanne,1
giovanni,1
giovanny,1
gipsy,0
giralda,0
giraldo,1
giraud,1
girtha,0
gisela,0
gisele,0
gisella,0
giselle,0
gisselle,0
gita,0
giuliana,0
giuseppe,1
gizela,0
glad,0
gladi,0
gladis,0
gladstone,1
gladyce,0
gladys,0
gladys,1
gleda,0
glen,0
glen,1
glenda,0
glendon,1
glendora,0
glenine,0
glenn,0
glenn,1
glenna,0
glennie,0
glennis,0
glenwood,1
glinda,0
glori,0
gloria,0
gloria,1
gloriana,0
gloriane,0
glorianna,0
glory,0
glover,1
glyn,0
glynda,0
glynis,0
glynn,1
glynnis,0
godard,1
godart,1
goddard,1
goddart,1
godfree,1
godfrey,1
godfry,1
godiva,0
godwin,1
goebel,1
golda,0
goldarina,0
golden,0
golden,1
goldi,0
goldia,0
goldie,0
goldie,1
goldina,0
goldy,0
gomer,1
gonzales,1
gonzalo,1
goober,1
goose,1
gordan,1
gorden,1
gordie,1
gordon,1
gorge,1
gottlieb,1
governor,1
grace,0
grace,1
gracelyn,0
gracia,0
gracie,0
graciela,0
grady,1
graehme,1
graeme,1
grafton,1
graham,1
graig,1
grant,1
granville,1
grata,0
gratia,0
gratiana,0
graves,1
gray,0
gray,1
grayce,0
graydon,1
grayling,1
grayson,1
grazia,0
grecia,0
gredel,0
green,1
greene,1
greer,0
greg,1
gregg,1
greggory,1
gregor,1
gregoria,0
gregorio,1
gregory,1
greta,0
gretal,0
gretchen,0
gretchen,1
grete,0
gretel,0
grethel,0
gretna,0
gretta,0
greyson,1
grier,0
griff,1
griffin,1
griffith,1
grisel,0
griselda,0
grissel,0
griswold,1
grove,1
grover,0
grover,1
guadalupe,0
guadalupe,1
guendolen,0
guenevere,0
guenna,0
guglielma,0
gui,0
guido,1
guilford,1
guillaume,1
guillema,0
guillemette,0
guillermo,1
guinevere,0
guinna,0
gunda,0
gunilla,0
gunnar,1
gunner,1
gunter,1
gunther,1
gunvor,0
gurney,1
gus,0
gus,1
gusella,0
guss,1
gussi,0
gussie,0
gussie,1
gussy,0
gust,1
gusta,0
gustaf,1
gustav,1
gustave,1
gustavo,1
gustavus,1
gusti,0
gustie,0
gusty,0
guthrey,1
guthrie,1
guthry,1
guy,1
gwen,0
gwenda,0
gwendolen,0
gwendolin,0
gwendolyn,0
gweneth,0
gwenette,0
gwenn,0
gwenneth,0
gwenni,0
gwennie,0
gwenny,0
gwenora,0
gwenore,0
gwyn,0
gwyneth,0
gwynne,0
gypsy,0
hadassah,0
haden,1
hadleigh,1
hadley,0
hadley,1
hadria,0
hadrian,1
hagan,1
hagen,1
haiden,1
hailee,0
hailey,0
hailey,1
hailie,0
haily,0
hakeem,1
hakim,1
hal,1
halbert,1
hale,1
haleigh,0
haleigh,1
halette,0
haley,0
haley,1
hali,0
halie,0
halimeda,0
hall,1
hallam,1
halle,0
halley,0
halley,1
halli,0
hallie,0
hallie,1
hally,0
halsey,1
halvard,1
ham,1
hamel,1
hamid,1
hamil,1
hamilton,1
hamish,1
hamlen,1
hamlet,1
hamlin,1
hammad,1
hamnet,1
hamp,1
hampton,1
hamza,1
han,1
hana,0
hanan,1
handy,1
hanford,1
hank,1
hanna,0
hannah,0
hanni,0
hannibal,0
hannibal,1
hannie,0
hannis,0
hanny,0
hans,1
hansel,1
hansford,1
hanson,1
hanspeter,1
happy,0
harald,1
harcourt,1
harden,1
hardie,1
hardin,1
harding,1
hardy,1
hari,1
harl,1
harlan,1
harland,1
harlen,1
harlene,0
harley,0
harley,1
harli,0
harlie,0
harlie,1
harlin,1
harlon,1
harlow,1
harm,1
harman,1
harmon,1
harmonia,0
harmonie,0
harmony,0
harold,0
harold,1
harper,0
harper,1
harrell,1
harri,0
harrie,0
harrie,1
harriet,0
harriett,0
harrietta,0
harriette,0
harriot,0
harriott,0
harris,1
harrison,1
harrold,1
harry,0
harry,1
hart,1
hartley,1
hartwell,1
haruko,0
harv,1
harvard,1
harve,1
harvey,1
harvie,1
harvy,1
harwell,1
hasan,1
hasel,0
hasheem,1
hashim,1
haskel,1
haskell,1
hassan,1
hassie,0
hastings,1
hasty,1
hatti,0
